year	band	in_herit_analysis	in_18_19_exp	in_epp_analysis	exclude	unsamp_egg	soc_un	soc_box	soc_uby	laid_un	laid_box	laid_ub	lay_clutch	gen_dad_uby	soc_mal_x	soc_mal_y	gen_mal_x	gen_mal_y	dist_soc_gen	soc_ci	gen_ci	offset_soc_gen	sex	soc_mal_caught	type	both_parent_knwn	in_xfost_exp	raised_nest	soc_mom	gen_mom	soc_dad_raised	soc_dad_laid	gen_dad	d12_mass	d12_wing	d12_head	d12_bgluc	d12_sgluc	d12_dgluc	d15_acgluc	d12_lat	d12_time	d15_mass	d15_time	d12_base	d12_stress	d12_dex	d15_acth	note
2019	281128811	yes		yes		no	2	75	2_75_2019	2	122	2_122_2019	5	2_119_2019	381982	4706625	381924	4706624	58	137	154	17		yes	EP	yes	yes	cross	278172154	272107698	278172170	262126105	281128772	19.25	39	24.5	195	210	233	175	150	754	18	559	1.478	1.495	1.658	29.053	
2019	281128532	no		yes		no	2	99	2_99_2019	2	72	2_72_2019	5		381740	4706705				144				yes	EP	no	yes	cross	281128601	281128603	278171894	278172288		15.25	39	23.4		405	488	185	49	819	18.5	618	1.069	1.88	5.28	29.475	no match
2018	272106894	yes		yes		no	2	22	2_22_2018	2	22	2_22_2018	5	2_22_2018	381758	4706534	381758	4706534	0	131	131	0	F	yes	WP	yes	yes	home	272106635	272106635	263113739	263113739	263113739	15.2	45.5	24.7					61	756	16.5	621	0.942	17.142	2.143	29.668	
2018	272106979	yes		yes		no	2	82	2_82_2018	2	82	2_82_2018	5	2_117_2018	381934	4706686	381887	4706624	78	155	137	-18	M	yes	EP	yes	yes	home	272107596	272107596	272106974	272106974	263114341	24	58	29.2					138	728	19.5	661	2.458	13.846	15.696	29.688	
2019	281128751	no		yes		no	2	62	2_62_2019	2	70	2_70_2019	5		381713	4706677				140				no	UNK	no	yes	cross	272107855	278172156	281128501	unk		14.75	46	25.4	158	179	203	28	55	724	10.5	594	2.231	5.862	2.429	29.697	no match
2018	272106972	no		yes		no	TH	115	TH_115_2018	TH	115	TH_115_2018	5		382479	4699549				0			F	yes	EP	no	yes	home	272107842	272107842	272107841	272107841		22	49	25.5					56	816	14	622	0.47	23.576	5.608	29.715	
2019	281128504	yes		yes		no	2	41	2_41_2019	2	41	2_41_2019	4	2_41_2019	382095	4706497	382095	4706497	0	139	139	0		yes	WP	yes	yes	home	278172152	278172152	272106957	272106957	272106957	18.5	51	24.6	196	267	261	237	82	741	17.5	580	1.885	12.642	5.91	29.725	
2018	156181148	yes		yes		no	1	12	1_12_2018	1	12	1_12_2018	6	1_32_2018	379652	4706662	379572	4706724	101	138	132	-6	F	yes	EP	yes	yes	home	272107794	272107794	272107345	272107345	88004790	16.5	43	23.4					171	767	16.5	561	19.612	78.648	10.385	29.742	
2019	281128725	yes		yes		no	2	103	2_103_2019	2	103	2_103_2019	6	2_105_2019	381832	4706663	381794	4706662	38	129	140	11		yes	EP	yes	yes	home	272107786	272107786	272106664	272106664	281128742	23.25	56	25.6	200	218	214		127	813	17	633	5.055	19.003	3.796	29.764	
2018	272106834	yes		yes		no	2	8	2_8_2018	2	12	2_12_2018	6	2_12_2018	381888	4706574	381888	4706574	0	132	132	0	F	yes	WP	yes	yes	cross	272106902	272107748	272107789	272107816	272107816	21	48	25					90	726	16.5	588	3.22	12.788	10.031	30.112	
2019	281128801	yes		yes		no	1	81	1_81_2019	1	47	1_47_2019	5	1_47_2019	379574	4706895	379574	4706895	0	135	135	0		yes	WP	yes	yes	cross	272107809	278172224	262125966	272106628	272106628	17	48	24.2	169	233	201	180	65	779	16.5	640	8.036	40.407	7.523	30.267	
2019	278172270	yes		yes		no	2	120	2_120_2019	2	121	2_121_2019	4	1_308_2019	381962	4706625				132				no	UNK	yes	yes	cross	272106913	88004570	278172165	unk	240150159	16.5	50	24.5	181	159	152	236	83	727	15.5	543	24.236	57.144	3.785	30.3	Male is from CU1 water but is perfect match for two nestlings. Check if RFID was recorded at CU2.
2019	281128756	yes		yes		no	2	105	2_105_2019	2	105	2_105_2019	6	2_105_2019	381794	4706662	381794	4706662	0	140	140	0		yes	WP	yes	yes	home	278172158	278172158	281128742	281128742	281128742	14.5	44	24.6	184	182	197	181	142	742	15	547	1.192	20.651	4.268	30.3	
2019	281128733	yes		yes		no	2	20	2_20_2019	2	20	2_20_2019	6	2_20_2019	381735	4706572	381735	4706572	0	132	132	0		yes	WP	yes	yes	home	281128402	281128402	278172166	278172166	278172166	19	56	26.6	211	193	151	214	76	787	17.25	629	14.845	41.89	9.803	30.369	"One mismatch with mom at Tbi104, but has to be a match. Mutation or null allele. Both are homozygotes."
2019	281128769	yes		yes		no	2	34	2_34_2019	2	34	2_34_2019	5	2_39_2019	381987	4706538	382081	4706540	94	145	132	-13		yes	EP	yes	yes	home	278172162	278172162	281128516	281128516	272107817	17	49	23.3	252	248	207		72	730	16.75	562	0.998	13.954	2.225	30.592	
2018	272106890	yes		yes		no	2	22	2_22_2018	2	22	2_22_2018	5	2_22_2018	381758	4706534	381758	4706534	0	131	131	0	F	yes	WP	yes	yes	home	272106635	272106635	263113739	263113739	263113739	17.8	47.5	25.2					91	756	17	621	0.907	11.147	2.72	30.693	
2019	281128720	yes		yes		no	2	103	2_103_2019	2	68	2_68_2019	8	2_68_2019	381714	4706637	381714	4706637	0	129	129	0		yes	WP	yes	yes	cross	272107786	272106822	272106664	263114244	263114244	22	48	26.3	188	197	227	256	52	813	16.5	633	1.717	17.572	5.991	30.722	
2019	278172278	yes		yes		no	2	116	2_116_2019	2	127	2_127_2019	6	2_127_2019	382079	4706627	382079	4706627	0	134	134	0		yes	WP	yes	yes	cross	272107217	278172153	272107690	278171880	278171880	15.5	50	24.5	155	155	192	234	113	721	16	585	1.707	60	4.597	31.13	
2019	281128748	yes		yes		no	2	29	2_29_2019	2	29	2_29_2019	6	2_29_2019	381893	4706536	381893	4706536	0	132	132	0		yes	WP	yes	yes	home	88004754	88004754	272107257	272107257	272107257	20.5	41	24.5	184	186	185	209	52	742	17.5	643	0.47	3.756	3.562	31.301	"Cervus isn't too confident because there are other similar males, but this is the within pair mate."
2019	281128719	yes		yes		no	2	35	2_35_2019	2	35	2_35_2019	5	2_14_2019	382003	4706538	381851	4706573	156	129	147	18		yes	EP	yes	yes	home	272107805	272107805	278171878	278171878	272107816	17	52	26.7	199	190	237	215	152	759	14	581	15.92	67.155	2.473	31.499	
2018	156181134	yes		yes		no	2	2	2_2_2018	2	2	2_2_2018	5	2_2_2018	382080	4706577	382080	4706577	0	134	134	0	M	yes	WP	yes	yes	home	272107807	272107807	272107817	272107817	272107817	19.5	53	25.4					103	736	18	555	0.47	32.019	3.397	31.796	
2019	281128736	yes		yes		no	2	20	2_20_2019	2	20	2_20_2019	6	2_20_2019	381735	4706572	381735	4706572	0	132	132	0		yes	WP	yes	yes	home	281128402	281128402	278172166	278172166	278172166	20.5	55	25.8	203	127		250	54	787	18	629	0.666	54.735		31.808	
2019	281128738	yes		yes		no	2	39	2_39_2019	2	39	2_39_2019	6	2_39_2019	382081	4706540	382081	4706540	0	132	132	0		yes	WP	yes	yes	home	272107748	272107748	272107817	272107817	272107817	17.5	47	25.8	247	248		174	88	840	16	626	2.385	32.77	13.839	31.816	
2018	272106955	yes		yes		no	4	18	4_18_2018	4	93	4_93_2018	6	4_90_2018	387696	4702109	387662	4702228	124	138	136	-2	F	yes	EP	yes	yes	cross	272107812	156181156	272107426	240134830	239160615	17	41	24.1					94	737	16.75	650	1.008	9.174	8.266	31.887	
2019	281128755	yes		yes		no	2	105	2_105_2019	2	6	2_6_2019	5	2_32_2019	382003	4706575	381950	4706538	65	140	135	-5		yes	EP	yes	yes	cross	278172158	278172157	281128742	278172161	278172169	18	45	25.7	187	163	205	184	34	742	19	547	1.761	10.603	2.555	31.95	
2018	272106845	no		yes		no	2	34	2_34_2018	2	32	2_32_2018	6		381950	4706538				133			F	no	UNK	no	yes	cross	272107805	272107804	272107815	unk		15.25	33	22.8					118	830	13.75	545	1.202	3.666	4.129	32.037	
2018	272106968	no		yes		no	2	64	2_64_2018	2	71	2_71_2018	6		381714	4706705				140			M	no	UNK	no	yes	cross	272106823	272106822	272107774	unk		21.7	56	26					80	796	17.75	587	2.964	21.408	4.802	32.07	
2019	281128721	yes		yes		no	2	103	2_103_2019	2	103	2_103_2019	6	2_105_2019	381832	4706663	381794	4706662	38	129	140	11		yes	EP	yes	yes	home	272107786	272107786	272106664	272106664	281128742	22	51	24.7	193	227	222	234	125	813	17	633	7.542	37.742	5.39	32.14	
2018	272107824	no		yes		no	2	124	2_124_2018	2	124	2_124_2018	6		382020	4706625				129			M	yes	EP	no	yes	home	272108041	272108041	unk	unk		18.8	40	23.5					106	813	18	623	0.47	4.36	1.884	32.244	
2019	278172274	yes		yes		no	2	101	2_101_2019	2	101	2_101_2019	6	Unknown	381869	4706663				131				yes	EP	yes	yes	home	278172147	278172147	278172199	278172199	272107256	16.5	44	23	182	193	165	125		778	12.25	541			9.247	32.549	
2018	272106864	yes		yes		no	4	93	4_93_2018	4	93	4_93_2018	6	4_90_2018	387696	4702109	387662	4702228	124	138	136	-2	F	yes	EP	yes	yes	home	156181156	156181156	240134830	240134830	239160615	22	47	25.4					117	781	19.75	672	3.704	9.37	10.325	32.775	
2018	272106846	yes		yes		no	2	38	2_38_2018	2	38	2_38_2018	5	2_117_2018	382062	4706539	381887	4706624	195	133	137	4	M	yes	EP	yes	yes	home	272107806	272107806	232173070	232173070	263114341	24.5	57	26.9					130	871	19.5	547	4.096	20.13	3.501	33.008	
2019	281128438	no		yes		no	2	31	2_31_2019	2	25	2_25_2019	5		381817	4706535				142				no	UNK	no	yes	cross	272107361	278172159	278171892	unk		20	48	22.1	227	231	284	259	52	746	18.75	542	6.619	0.715	3.454	33.012	no match
2019	281128749	yes		yes		no	2	29	2_29_2019	2	29	2_29_2019	6	2_29_2019	381893	4706536	381893	4706536	0	132	132	0		yes	WP	yes	yes	home	88004754	88004754	272107257	272107257	272107257	22	45	24.9	208	256	234	267	48	742	18	643	0.47	5.68	4.832	33.322	"Cervus isn't too confident because there are other similar males, but this is the within pair mate."
2018	272107840	yes		yes		no	2	54	2_54_2018	2	42	2_42_2018	5	2_12_2018	382078	4706498	381888	4706574	205	139	132	-7	M	yes	EP	yes	yes	cross	272106728	272107698	unk	272106914	272107816	23.5	54	24.4					60	847	19.25	554	1.52	17.845	3.107	33.334	
2018	272107429	yes		yes		no	2	95	2_95_2018	2	95	2_95_2018	5	2_124_2018	381984	4706664	382020	4706625	53	132	129	-3	F	yes	EP	yes	yes	home	272107161	272107161	272107124	272107124	272107503	17	48	24.4					199	724		653	0.47	32.006	0.887	33.49	
2018	272106919	yes		yes		no	2	68	2_68_2018	2	67	2_67_2018	5	2_67_2018	381715	4706614	381715	4706614	0	132	132	0	F	yes	WP	yes	yes	cross	272106733	272107749	272106916	272107697	272107697	17.5	35	23.8					127	760	16.25	568	5.513	1.749	2.69	33.527	
2019	281128513	yes		yes		no	2	117	2_117_2019	2	117	2_117_2019	6	2_117_2019	381887	4706624	381887	4706624	0	138	138	0		yes	WP	yes	yes	home	278171875	278171875	281128726	281128726	281128726	11.75	29	22.5	193	209	216	194	72	797	13	584	13.988	7.947	4.666	33.675	
2019	281128508	yes		yes		no	2	3	2_3_2019	2	3	2_3_2019	5	2_3_2019	382059	4706577	382059	4706577	0	139	139	0		yes	WP	yes	yes	home	278171872	278171872	272107815	272107815	272107815	16	41	21.1	214	211	310	208	50	755	16.25	609	1.307	7.52	1.444	33.831	
2019	281128762	no		yes		no	2	57	2_57_2019	2	31	2_31_2019	6		381932	4706537				142				yes	EP	no	yes	cross	156181153	272107361	278172282	278171892		13	32.5	23.9	228	267	207	219	70	740	12.5	602	0.47	1.057	4.068	33.994	"Cervus  thinks this should be 272106615 despite two mismatches, but I don't think it can be."
2019	281128444	yes		yes		no	2	54	2_54_2019	2	54	2_54_2019	6	2_3_2019	381852	4706494	382059	4706577	223	141	139	-2		yes	EP	yes	yes	home	272106728	MysteryA	278171879	278171879	272107815	18	51	24.2	192	301	273	207	120	765	16	544	2.0737625	5.585	2.698	33.995	Don't match genotype for anyone. Must be 2.54. Maybe have run wrong sample or something??
2019	281128768	yes		yes		no	2	34	2_34_2019	2	99	2_99_2019	5	2_99_2019	381908	4706663	381908	4706663	0	144	144	0		yes	WP	yes	yes	cross	278172162	281128601	281128516	278171894	278171894	18.5	44	23.9	278	242	233	188	71	730	19.25	562	3.368	80.894	6.262	34.53	
2019	281128514	yes		yes		no	2	117	2_117_2019	2	82	2_82_2019	6	2_82_2019	381934	4706686	381934	4706686	0	138	138	0		yes	WP	yes	yes	cross	278171875	278171873	281128726	272106974	272106974	12	30	22.5	190	210	266	110	80	797	11.5	584	1.264	6.992	3.029	34.579	
2019	281128525	yes		yes		no	2	78	2_78_2019	2	78	2_78_2019	4	2_75_2019	381854	4706685	381796	4706685	58	131	137	6		yes	EP	yes	yes	home	278171896	278171896	272107256	272107256	278172170	20	47	25.3	233	252	190	190	49	750	20	595	12.053	45.984	3.823	34.851	
2018	272106839	yes		yes		no	2	12	2_12_2018	2	12	2_12_2018	6	2_12_2018	381888	4706574	381888	4706574	0	132	132	0	M	yes	WP	yes	yes	home	272107748	272107748	272107816	272107816	272107816	21	55	26.1					50	769	16.25	589	4.762	1.66	1.565	34.878	
2018	156181146	yes		yes		no	1	12	1_12_2018	1	12	1_12_2018	6	1_32_2018	379652	4706662	379572	4706724	101	138	132	-6	F	yes	EP	yes	yes	home	272107794	272107794	272107345	272107345	88004790	16.5	45	24.8					87	767	18.5	561	3.719	51.163	22.626	35.058	
2019	281128534	yes		yes		no	2	99	2_99_2019	2	99	2_99_2019	5	2_99_2019	381908	4706663	381908	4706663	0	144	144	0		yes	WP	yes	yes	home	281128601	281128601	278171894	278171894	278171894	15.75	42	24.6	260	221	307	230	61	819	17.75	618	3.165	5.008	9.699	35.211	
2018	272106852	no		yes		no	2	102	2_102_2018	2	102	2_102_2018	6		381850	4706663				136			F	yes	EP	no	yes	home	272107811	272107811	272106915	272106915		18.5	42	24.7					96	751	17.7	575	0.517	0.47	1.63	35.321	
2018	156181137	yes		yes		no	2	21	2_21_2018	2	51	2_51_2018	5	2_21_2018	381909	4706495	381736	4706534	177	132	132	0	M	yes	EP	yes	yes	cross	88004754	272107801	272107530	272107689	272107530	15.5	46	25					132	811	14.75	605	9.858	48.232	4.86	35.337	
2018	272106840	yes		yes		no	2	12	2_12_2018	2	8	2_8_2018	6	2_22_2018	381964	4706575	381758	4706534	210	132	131	-1	M	yes	EP	yes	yes	cross	272107748	272106902	272107816	272107789	263113739	22.5	54	25.7					150	769	17.75	589	3.925	14.97	11.402	35.426	
2018	272107291	no		yes		no	4	71	4_71_2018	4	71	4_71_2018	5		387642	4702298				141			F	yes	EP	no	yes	home	272107779	272107779	272107693	272107693		23	55	25.8					164	721	17	647	4.631	11.913	4.604	35.646	
2018	272106847	no		yes		no	2	38	2_38_2018	2	49	2_49_2018	5		381945	4706495				133			M	no	UNK	no	yes	cross	272107806	272106906	232173070	unk		22.25	54	25.8					55	871	17.5	547		5.359	3.521	35.847	
2018	272106965	yes		yes		no	2	64	2_64_2018	2	64	2_64_2018	5	2_64_2018	381716	4706561	381716	4706561	0	140	140	0	F	yes	WP	yes	yes	home	272106823	272106823	272107774	272107774	272107774	20.1	54	25.8					57	796	16.75	587	0.47	10.063	4.546	35.922	
2019	281128515	yes		yes		no	2	117	2_117_2019	2	117	2_117_2019	6	Unknown	381887	4706624				138				yes	EP	yes	yes	home	278171875	278171875	281128726	281128726	272107256	13.5	29	22	205	225	208	240	102	797	13	584	1.725	19.425	3.224	36.229	
2018	156181132	no		yes		no	2	2	2_2_2018	2	2	2_2_2018	5		382080	4706577				134			M	yes	EP	no	yes	home	272107807	272107807	272107817	272107817		20	53	25.4					79	736	16.5	555	1.127	5.615	3.638	36.231	
2019	281128808	yes		yes		no	2	75	2_75_2019	2	75	2_75_2019	6	Unknown	381796	4706685				137				yes	EP	yes	yes	home	278172154	278172154	278172170	278172170	272107256	13.5	31	23.2	227	265	246	199	63	754	14	559	0.47	0.576	1.152	36.477	
2018	272106891	yes		yes		no	2	22	2_22_2018	2	68	2_68_2018	3	2_68_2018	381714	4706637	381714	4706637	0	130	130	0	M	yes	WP	yes	yes	cross	272106635	272106733	263113739	272106916	272106916	20.2	47.5	24.9					112	756	19.5	621	1.731	33.339	3.82	36.713	
2018	272106865	yes		yes		no	4	93	4_93_2018	4	93	4_93_2018	6	4_90_2018	387696	4702109	387662	4702228	124	138	136	-2	M	yes	EP	yes	yes	home	156181156	156181156	240134830	240134830	239160615	20.75	37	24.6					180	781	18	672	8.661	10.125	10.604	37.249	
2019	281128780	yes		yes		no	2	50	2_50_2019	2	50	2_50_2019	5	2_29_2019	381930	4706495	381893	4706536	55	156	132	-24		yes	EP	yes	yes	home	281128404	281128404	281128773	281128773	272107257	18	43.5	24.7	208	268	279	264	90	753	16	564	4.795	3.331	3.328	37.296	
2018	156181136	no		yes		no	2	2	2_2_2018	2	2	2_2_2018	5		382080	4706577				134			F	yes	EP	no	yes	home	272107807	272107807	272107817	272107817		17	40	25					152	736	13.5	555	0.929	34.874	3.622	37.313	
2019	278171885	no		yes		no	2	68	2_68_2019	2	113	2_113_2019	6		381811	4706623				128				yes	EP	no	yes	cross	272106822	281128604	263114244	259122557		22	54	24.7	174	216	174	211	164	798	18.5	655	5.331	29.577	10.024	37.62	no matches
2019	281128771	yes		yes		no	2	34	2_34_2019	2	34	2_34_2019	5	2_34_2019	381987	4706538	381987	4706538	0	145	145	0		yes	WP	yes	yes	home	278172162	278172162	281128516	281128516	281128516	17.25	40	24.25	259	218	285	290	76	730	16.5	562	1.697	3.69	3.618	37.793	
2019	281128533	no		no	yes	no	2	99	2_99_2019	2	unk	2_unk_2019			381908	4706663								yes	UNK	no	yes	unk	281128601	unk	278171894	unk		14	37	25.1	440		337	208	69	819	17	618	2.699	6.218	4.188	37.991	These nestlings do not match the putative parents. Likely some mistake with cross fostering that is not resolveable.
2019	281128718	yes		yes		no	2	35	2_35_2019	2	36	2_36_2019	5		382023	4706538				130				yes	EP	yes	yes	cross	272107805	278172145	278171878	272106914		19.5	45	24.7		234	252	218		759	15.5	581		45.743	3.66	38.074	no match
2019	281128727	yes		yes		no	2	80	2_80_2019	2	39	2_39_2019	6	2_39_2019	382081	4706540	382081	4706540	0	132	132	0		yes	WP	yes	yes	cross	278172150	272107748	278172164	272107817	272107817	18.5	47	26	194	170	130	139	71	722	13.5	593	30.164	57.466	7.718	38.119	
2018	272106859	no		yes		no	2	121	2_121_2018	2	121	2_121_2018	6		381962	4706625				135			M	yes	EP	no	yes	home	272107112	272107112	262126051	262126051		19.75	29	24.4					114	799	18.4	618	1.123	0.47	0.47	38.62	
2018	272106843	yes		yes		no	2	34	2_34_2018	2	34	2_34_2018	5	2_30_2018	381987	4706538	381912	4706537	75	133	136	3	F	yes	EP	yes	yes	home	272107805	272107805	272107815	272107815	272107257	20.5	44	24.1					70	830	15.25	545	1.232	2.297	2.744	38.984	
2018	272106981	yes		yes		no	1	92	1_92_2018	1	92	1_92_2018	4	1_121_2018	379460	4706874	379536	4706821	93	157	134	-23	F	no	UNK	yes	yes	home	262125490	262125490	272107634	272107634	272106615	16.5	55	24.3					55	731	17.5	647	0.731	9.491	7.539	39.322	
2019	281128502	yes		yes		no	2	41	2_41_2019	2	41	2_41_2019	4	2_41_2019	382095	4706497	382095	4706497	0	139	139	0		yes	WP	yes	yes	home	278172152	278172152	272106957	272106957	272106957	19.5	44	24.4	214	263	249	178	45	741	18.5	580	2.391	9.625	5.758	39.442	
2019	281128760	yes		yes		no	2	57	2_57_2019	2	57	2_57_2019	5	2_57_2019	381795	4706493	381795	4706493	0	142	142	0		yes	WP	yes	yes	home	156181153	156181153	278172282	278172282	278172282	16	41	24	214	247	194	242	59	740	16.5	602	8.963	4.866	4.114	39.503	
2019	281128711	yes		yes		no	2	111	2_111_2019	2	111	2_111_2019	5	1_79_2019	381774	4706623	379482	4706915	2311	125	156	31		yes	EP	yes	yes	home	272107739	272107739	259122557	259122557	278171397	15.5	44.5	24.5	159	192	146	247	65	743	17	659	3.605	35.876	5.264	39.736	"Male is from 1.79, but is a perfect match for all three. Must be him."
2019	281128716	yes		yes		no	2	35	2_35_2019	2	36	2_36_2019	5		382023	4706538				130				yes	EP	yes	yes	cross	272107805	278172145	278171878	272106914		19.75	51	25.2	173	186	201	273	52	759	17	581	5.303	23.811	3.609	39.977	no match
2018	156181147	yes		yes		no	1	12	1_12_2018	1	12	1_12_2018	6	1_32_2018	379652	4706662	379572	4706724	101	138	132	-6	M	yes	EP	yes	yes	home	272107794	272107794	272107345	272107345	88004790	17.5	44	25.2					144	767	17.5	561	0.825	59.74	11.1	40.156	
2019	281128439	no		yes		no	2	31	2_31_2019	2	25	2_25_2019	5		381817	4706535				142				no	UNK	no	yes	cross	272107361	278172159	278171892	unk		19	45	23.4	289	325	236	229	122	746	18.5	542	9.742	2.795	2.366	40.21	no match
2018	272107440	yes		yes		no	2	80	2_80_2018	2	80	2_80_2018	6	2_80_2018	381894	4706686	381894	4706686	0	132	132	0	M	yes	WP	yes	yes	home	272106904	272106904	272107256	272107256	272107256	19.4	40	23.1					56	825	16.75	697	54.061	13.582	3.01	40.532	
2019	281128766	yes		yes		no	2	9	2_9_2019	2	9	2_9_2019	5	2_9_2019	381946	4706574	381946	4706574	0	142	142	0		yes	WP	yes	yes	home	278171877	278171877	272106986	272106986	272106986	17	38	24.7	195	216	166	278	59	823	15.5	547	2.85	26.036	2.798	41.237	
2019	278172281	yes		yes		no	2	116	2_116_2019	2	116	2_116_2019	6	Unknown	381868	4706624				134				yes	EP	yes	yes	home	272107217	272107217	272107690	272107690	272107256	19.25	51.5	25.1	203	175	176	198	190	721	18.75	585	16.584	79.944	9.27	41.406	
2018	272106863	yes		yes		no	4	93	4_93_2018	4	93	4_93_2018	6	4_90_2018	387696	4702109	387662	4702228	124	138	136	-2	F	yes	EP	yes	yes	home	156181156	156181156	240134830	240134830	239160615	22	50	25.8					61	781	18.75	672	2.301	6.992	3.877	41.409	
2018	156181131	yes		yes		no	2	14	2_14_2018	2	14	2_14_2018	5	Unknown	381851	4706573				133			F	yes	WP	yes	yes	home	272106905	272106905	272107762	272107762	272107762	20	43	25.1					161	881	16.5	#VALUE!	1.552	12.489	10.76	41.673	
2019	278171891	yes		yes		no	2	109	2_109_2019	2	109	2_109_2019	5	2_109_2019	381738	4706622	381738	4706622	0	133	133	0		yes	WP	yes	yes	home	278172149	278172149	272106847	272106847	272106847	18.5	54	25.8	173	166	206	233	123	851	15	593	52.787	24.991	3.511	41.684	
2019	281128782	yes		yes		no	2	50	2_50_2019	2	50	2_50_2019	5	2_32_2019	381930	4706495	381950	4706538	47	156	135	-21		yes	EP	yes	yes	home	281128404	281128404	281128773	281128773	278172169	21	55	24.8	216	235	238	235	126	753	19.5	564	4.596	8.64	4.296	42.067	
2019	281128730	yes		yes		no	2	80	2_80_2019	2	80	2_80_2019	6	2_80_2019	381894	4706686	381894	4706686	0	132	132	0		yes	WP	yes	yes	home	278172150	278172150	278172164	278172164	278172164	18	53	26.4	195	154		199	69	722	16.5	593	7.323	24.679		42.17	
2019	278172269	yes		yes		no	2	120	2_120_2019	2	120	2_120_2019	7	2_120_2019	381943	4706624	381943	4706624	0	132	132	0		yes	WP	yes	yes	home	272106913	272106913	278172165	278172165	278172165	18.5	51	24.5	170	171	143	235	132	727	16.25	543	21.973	56.053	4.874	42.357	
2018	272106844	no		yes		no	2	34	2_34_2018	2	32	2_32_2018	6		381950	4706538				133			M	no	UNK	no	yes	cross	272107805	272107804	272107815	unk		21.5	47	24.8					150	830	17.5	545	0.916	2.518	3.028	43.035	
2019	281128741	yes		yes		no	2	39	2_39_2019	2	39	2_39_2019	6	2_39_2019	382081	4706540	382081	4706540	0	132	132	0		yes	WP	yes	yes	home	272107748	272107748	272107817	272107817	272107817	20		25	174	369	281	219	150	840	16.5	626	9.725	59.388	16.348	43.316	
2019	278172268	yes		yes		no	2	120	2_120_2019	2	121	2_121_2019	4	Unknown	381962	4706625				132				no	UNK	yes	yes	cross	272106913	88004570	278172165	unk	262126051	17.5	47	24.6	177	141	168	180	132	727	17	543	6.128	19.109	3.544	43.338	Male is from 2018 and not caught in 2019. Check if RFID was recorded.
2018	272107432	yes		yes		no	2	95	2_95_2018	2	95	2_95_2018	5	2_124_2018	381984	4706664	382020	4706625	53	132	129	-3	F	yes	EP	yes	yes	home	272107161	272107161	272107124	272107124	272107503	18.5	48.5	24.2					116	724	15.5	653	0.47	13.118	6.766	43.408	
2018	272106936	yes		yes		no	4	72	4_72_2018	4	72	4_72_2018	6	4_72_2018	387635	4702341	387635	4702341	0	133	133	0	M	yes	WP	yes	yes	home	272107298	272107298	239159375	239159375	239159375	25.5	50	24.5					80	825	21.5	666	0.993	3.241	3.963	43.856	
2018	272106956	yes		yes		no	4	18	4_18_2018	4	93	4_93_2018	6	4_93_2018	387696	4702109	387696	4702109	0	138	138	0	F	yes	WP	yes	yes	cross	272107812	156181156	272107426	240134830	240134830	17.5	39	24.5					117	737	19	650	4.208	22.545	5.137	44.16	
2018	156181130	yes		yes		no	2	14	2_14_2018	2	14	2_14_2018	5	Unknown	381851	4706573				133			M	yes	WP	yes	yes	home	272106905	272106905	272107762	272107762	272107762	21.75	43	24.4					112	881	18.5	#VALUE!	2.824	36.322	15.023	44.941	
2019	281128535	no		no	yes	no	2	99	2_99_2019	2	unk	2_unk_2019			381908	4706663								yes	UNK	no	yes	unk	281128601	unk	278171894	unk		18	44	24.8	370	384	297	190	92	819	19.5	618	3.188	14.666	3.979	45.019	This nestling matches both putative mothers and original nest cannot be resolved.
2019	281128735	yes		yes		no	2	20	2_20_2019	2	20	2_20_2019	6	2_20_2019	381735	4706572	381735	4706572	0	132	132	0		yes	WP	yes	yes	home	281128402	281128402	278172166	278172166	278172166	20	53	25.6	196	188	114	209	90	787	17.75	629	21.548	45.204	9.443	45.161	
2018	272106838	yes		yes		no	2	12	2_12_2018	2	8	2_8_2018	6	2_8_2018	381964	4706575	381964	4706575	0	132	132	0	M	yes	WP	yes	yes	cross	272107748	272106902	272107816	272107789	272107789	23.5	67	26					88	769	17.25	589	1.028	3.612	8.815	45.342	
2018	272107695	no		yes		no	1	121	1_121_2018	1	121	1_121_2018	6		379536	4706821				134			F	yes	EP	no	yes	home	272107750	272107750	272106615	272106615		13.5	25	21.5					180	754	14.25	544	5.062	9.494		45.839	
2018	272106841	yes		yes		no	2	12	2_12_2018	2	12	2_12_2018	6	2_12_2018	381888	4706574	381888	4706574	0	132	132	0	M	yes	WP	yes	yes	home	272107748	272107748	272107816	272107816	272107816	19.25	54	24.5					141	769	16	589	6.207	2.593	2.839	46.78	
2018	272106938	no		yes		no	4	72	4_72_2018	4	unk	4_unk_2018			387635	4702341									UNK	no	yes	unk	272107298	unk	239159375	239159375		20	43	23.6					60	825	15.75	666	1.887	10.622	2.476	47.279	No RBCs collected
2018	272106963	yes		yes		no	2	42	2_42_2018	2	42	2_42_2018	5	2_12_2018	382078	4706498	381888	4706574	205	139	132	-7	F	yes	EP	yes	yes	home	272107698	272107698	272106914	272106914	272107816	21.1	68	26.9					56	750	19	547	0.47	7.241	1.369	47.468	
2019	281128752	yes		yes		no	2	62	2_62_2019	2	62	2_62_2019	5	2_64_2019	381715	4706524	381716	4706561	37	140	142	2		yes	EP	yes	yes	home	272107855	272107855	281128501	281128501	272107774	17.5	55	25.9	192	203	249	369	99	724	15.25	594	2.833	19.061	3.104	47.9723875	
